National Administrator	Account Type	Account Holder Name	Installation ID	Company Registration No	Account Status	Type	Name	Main Address Line	Secondary Address Line	Postal Code	City	Country	Installation ID	Installation Name	Permit ID	Permit Entry Date	Permit Expiry/Revocation Date	Subsidiary Company	Parent Company	E-PRTR identification	Main Address Line	Secondary Address Line	Postal Code	City	Country	Latitude	Longitude	Main Activity	Name	Main Address Line	Secondary Address Line	Postal Code	City	Country	Allowance_Allocation_2005	Verified_Emission_2005	Allowance_Allocation_2006	Verified_Emission_2006	Allowance_Allocation_2007	Verified_Emission_2007	Allowance_Allocation_2008	Verified_Emission_2008	Allowance_Allocation_2009	Verified_Emission_2009	Allowance_Allocation_2010	Verified_Emission_2010	Allowance_Allocation_2011	Verified_Emission_2011	Allowance_Allocation_2012	Verified_Emission_2012	Allowance_Allocation_2013	Verified_Emission_2013	Allowance_Allocation_2014	Verified_Emission_2014	Allowance_Allocation_2015	Verified_Emission_2015	Allowance_Allocation_2016	Verified_Emission_2016	Allowance_Allocation_2017	Verified_Emission_2017	Allowance_Allocation_2018	Verified_Emission_2018	Allowance_Allocation_2019	Verified_Emission_2019	Allowance_Allocation_2020	Verified_Emission_2020	
Hungary	100-Holding Account	FGSZ Földgázszállító ZRt. 	119	14-10-300230	open	Account holder	FGSZ Földgázszállító ZRt.	Tanácsház út	5	8600	Siófok	Hungary	119	FGSZ Földgázszállító ZRt. Nemesbikk Kompr.áll.	HU-UHG5766-1-04	2005-01-01				1.(c)	Külterület	-	3592	Nemesbikk	HU	47.89080384	20.330521599	20-Combustion of fuels	Antal Spanics	Tanácsház út 5.	-	8600	Siófok	HU	64436	44466	64436	37409	64436	25202	43194	43012	43194	27027	43194	7223	43194	996	43194	9024	7774	144	33	248	29	50	26		22		19		15		12		
Hungary	100-Holding Account	FGSZ Földgázszállító ZRt. 	120	14-10-300230	open	Account holder	FGSZ Földgázszállító ZRt.	Tanácsház út	5	8600	Siófok	Hungary	120	FGSZ ZRt. Hajdúszoboszló Kompr.áll.	HU-UHG5767-1-04	2005-01-01				1.(c)	Balmazújvárosi útszél Hrsz	0544/6	4200	Hajdúszoboszló	HU	47.465357976	21.369731387	20-Combustion of fuels	Antal Spanics	Tanácsház út 5.		8600	Siófok	HU	38410	28083	38410	26017	38410	29207	27280	36178	27280	4609	27395	4655	27280	764	27280	14408	21908	2729	0	436	0	117	0		0		0		0		0		
Hungary	100-Holding Account	FGSZ Földgázszállító ZRt. 	121	14-10-300230	open	Account holder	FGSZ Földgázszállító ZRt.	Tanácsház út	5	8600	Siófok	Hungary	121	FGSZ ZRt. Városföldi Kompreszoráll.	HU-UHG5768-1-04	2005-01-01				1.(c)	Külterület Hrsz	0122	6033	Városföld	HU	46.823127887	19.768805989	20-Combustion of fuels	Antal Spanics	Tanácsház út 5.	-	8600	Siófok	HU	13061	21617	13061	24756	13061	17322	20999	21827	20999	22469	20999	9238	20999	14439	20999	20389	16576	4460	3712	8666	6571	985	3		3		2		2		2		
Hungary	100-Holding Account	MOL Magyar Olaj- és Gázipari Nyrt 	122	01-10-041683	closed	Account holder	MOL Magyar Olaj- és Gázipari Nyrt	Október huszonharmadika utca	18	1117	Budapest	Hungary	122	MOL Rt. KTD Kiskunhalasi Termelési Egység	HU-UHG1216-1-04	2005-01-01	2010-03-09			3.(a)	Külterület Hrsz	0782/10	6400	Kiskunhalas	HU	46.459515434	19.521252133	1-Combustion installations with a rated thermal input exceeding 20 MW	Mihályné Péter-Szabó	Külterület Hrsz	0782/10	6400	Kiskunhalas	HU	9570	8680	9570	7673	9570	11316	8613	9668	0	0	0		0		0																		
Hungary	100-Holding Account	MOL Magyar Olaj- és Gázipari Nyrt 	123	01-10-041683	closed	Account holder	MOL Magyar Olaj- és Gázipari Nyrt	Október huszonharmadika utca	18	1117	Budapest	Hungary	123	MOL Rt. KTD K-Mo.i TE Hajdúszoboszló Déli Telep	HU-UHG1218-1-04	2005-01-01	2010-11-17			1.(a)	Külterület Hrsz	0159/3	4064	Nagyhegyes	HU	47.507249747	21.366919642	1-Combustion installations with a rated thermal input exceeding 20 MW	Tünde Bodnár Balázsné	Külterület Hrsz	0159/3	4064	Nagyhegyes	HU	15796	13794	15796	16312	15796	14213	13688	15276	13688	14683	13688	7562	0		0																		
Hungary	100-Holding Account	MOL Magyar Olaj- és Gázipari Nyrt 	124	01-10-041683	open	Account holder	MOL Magyar Olaj- és Gázipari Nyrt	Október huszonharmadika utca	18	1117	Budapest	Hungary	124	MOL Rt. Tiszai Finomító	HU-UHG5472-1-04	2005-01-01	2015-06-23			5.(a)	Mezõcsáti út	1	3580	Tiszaújváros	HU	47.894482814	21.029490336	20-Combustion of fuels	Zoltán Czerva	Mezõcsáti út	1	3581	Tiszaújváros	HU	26582	22699	26582	23415	26582	19257	22524	24256	22524	24602	22524	23131	22524	18893	22524	21978	34819	22466	34214	9947	16802	581	16493		16180		15865		15545		15224		
Hungary	100-Holding Account	MOL Magyar Olaj- és Gázipari Nyrt 	125	01-10-041683	closed	Account holder	MOL Magyar Olaj- és Gázipari Nyrt	Október huszonharmadika utca	18	1117	Budapest	Hungary	125	MOL Rt. Füzesgyarmati Termelési Egység	HU-UHG5475-1-04	2005-01-01	2010-03-09			3.(a)	Külterület Hrsz	0416/35	5525	Füzesgyarmat	HU	47.085772278	21.214985821	1-Combustion installations with a rated thermal input exceeding 20 MW	Tünde Bodnár Balázsné	Külterület Hrsz	0416/35	5525	Füzesgyarmat	HU	8687	10092	8687	10558	8687	8450	0		0		0		0		0																		
Hungary	100-Holding Account	MOL Magyar Olaj- és Gázipari Nyrt 	126	01-10-041683	closed	Account holder	MOL Magyar Olaj- és Gázipari Nyrt	Október huszonharmadika utca	18	1117	Budapest	Hungary	126	MOL Rt. Komáromi Bázistelep	HU-UHG5478-1-04	2005-01-01					Kõolaj utca	2	2921	Komárom	HU	47.730149146	18.198650519	1-Combustion installations with a rated thermal input exceeding 20 MW	János Bene	Kõolaj utca	2	2921	Komárom	HU	10645	3924	10645		10645							Not Reported																					
Hungary	100-Holding Account	MOL Magyar Olaj- és Gázipari Nyrt 	127	01-10-041683	open	Account holder	MOL Magyar Olaj- és Gázipari Nyrt	Október huszonharmadika utca	18	1117	Budapest	Hungary	127	MOL Rt. Algyo Technológiai Ipartelep	HU-UHG5480-1-04	2005-01-01				3.(a)	Hrsz	01884/4-5	6750	Algyõ	HU	46.301227002	20.195421847	20-Combustion of fuels	Magdolna Iváncsics	Hrsz	01884/4-5	6750	Algyõ	HU	122285	138859	122285	136338	122285	123846	137790	133012	137790	120664	137790	109574	137790	78933	137790	74340	122624	76508	120494	74303	118339	62705	116161		113961		111738		109488		107231		
Hungary	100-Holding Account	MOL Magyar Olaj- és Gázipari Nyrt 	128	01-10-041683	closed	Account holder	MOL Magyar Olaj- és Gázipari Nyrt	Október huszonharmadika utca	18	1117	Budapest	Hungary	128	A MOL Rt. KTD. Szanki Földgázüzem-Dúsító	HU-UHG5481-1-04	2005-01-01	2012-12-31			3.(a)	Hrsz	1161/2	6131	Szank	HU	46.545689185	19.680022064	1-Combustion installations with a rated thermal input exceeding 20 MW	Mihályné Péter-Szabó	Hrsz	1161/2	6131	Szank	HU	19922	22872	19922	21964	19922	21186	22696	18265	22696	18451	22696	20794	22696	20479	22696	13931	0		0		0		0		0		0		0		0		
Hungary	100-Holding Account	MOL Magyar Olaj- és Gázipari Nyrt 	129	01-10-041683	closed	Account holder	MOL Magyar Olaj- és Gázipari Nyrt	Október huszonharmadika utca	18	1117	Budapest	Hungary	129	MOL Rt. Algyo C kazánház	HU-UHG5482-1-04	2005-01-01	2013-09-11				Hrsz	01884/11	6750	Algyõ	HU	46.306672057	20.190798604	1-Combustion installations with a rated thermal input exceeding 20 MW	Magdolna Iváncsics	Hrsz	01884/11	6750	Algyõ	HU	34368	26649	34368	26888	34368	22928	26444	20954	26444	19784	26444	19108	26444	17474	26444	11760																	
Hungary	100-Holding Account	MOL Magyar Olaj- és Gázipari Nyrt 	130	01-10-041683	open	Account holder	MOL Magyar Olaj- és Gázipari Nyrt	Október huszonharmadika utca	18	1117	Budapest	Hungary	130	MOL Rt. Zalai Finomító	HU-UHG5619-1-04	2005-01-01				1.(a)	Zrínyi Miklós utca	6	8900	Zalaegerszeg	HU	46.82079989	16.853134758	20-Combustion of fuels	Gergely Németh	Zrínyi Miklós utca	6	8900	Zalaegerszeg	HU	43527	41161	43527	40193	43527	35095	40844	37712	40844	34223	40844	33374	40844	30820	40844	30381	23769	25947	23356	19342	22938	19090	22516		22089		21658		21222		20785		
Hungary	100-Holding Account	MOL Magyar Olaj- és Gázipari Nyrt 	131	01-10-041683	open	Account holder	MOL Magyar Olaj- és Gázipari Nyrt	Október huszonharmadika utca	18	1117	Budapest	Hungary	131	MOL Rt. Dunai Finomító	HU-UHG5620-2-04	2005-01-01				1.(c)	Olajmunkás utca	2	2440	Százhalombatta	HU	47.286211099	18.892886182	20-Combustion of fuels	Ilona Vargha	Olajmunkás utca	2	2440	Százhalombatta	HU	1383170	1317231	1383170	1345427	1383170	1430045	1282403	1423114	1282403	1339210	1282403	1371511	1282403	1452219	1282403	1399872	1284526	1333085	1261999	1396850	1239221	1452871	1216212		1192966		1169506		1145761		1121943		
Hungary	100-Holding Account	Magyar Suzuki ZRt. 	132	11-10-001371	open	Account holder	Magyar Suzuki ZRt.	Schweidel József utca	52	2500	Esztergom	Hungary	132	Magyar Suzuki Rt.	HU-UHG5287-1-04	2005-01-01				9.(c)	Schweidel József utca	52	2500	Esztergom	HU	47.768372363	18.753626443	20-Combustion of fuels	János Bartal	Schweidel József utca	52	2500	Esztergom	HU	8566	17436	8566	18144	8566	20243	25233	22663	17302	15042	17302	15105	17302	13937	17302	12454	15893	13018	14224	11016	19173	14985	18820		18463		18103		17739		17373		
Hungary	100-Holding Account	Wienerberger Téglaipari  ZRt. 	133	01-10-041706	closed	Account holder	Wienerberger Téglaipari  ZRt.	Bártfai utca	34	1119	Budapest	Hungary	133	Wienerberger, Törökbálinti téglagyár	HU-UHG5125-8A-04	2005-01-01	2010-03-09			3.(g)	Bajcsy Zsilinszky út	19	2045	Törökbálint	HU	47.443588114	18.912869623	8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain	László Serfozo	Bajcsy Zsilinszky út	19	2045	Törökbálint	HU	22176	12366	22176	19643	22176	20388	17125	9250	17125	0	0		0		0																		
Hungary	100-Holding Account	MVM GTER Zrt. 	134	13-10-041190	open	Account holder	MVM GTER Zrt.	Kinizsi utca	26	2040	Budaörs	Hungary	134	Lorinci Gázturbinás Eromu	HU-UHG5235-1-04	2005-01-01				1.(c)	Külterület Hrsz	1476/5	3022	Lõrinci	HU	47.71835843	19.678002935	20-Combustion of fuels	Katalin Greff	Kinizsi u. 26.	-	2040	Budaörs	HU	6199	2255	6199	1749	6199	2203	1637	2165	1637	1980	1639	4122	1639	7922	1639	6459	0	3111	0	2430	0	4544	0		0		0		0		0		
Hungary	100-Holding Account	MVM MIFŰ Miskolci Fûtõerõmû Kft. 	135	05-09-009782	open	Account holder	MVM MIFŰ Miskolci Fûtõerõmû Kft.	Tatár utca	29/b	3531	Miskolc	Hungary	135	Tatár utcai Gázmotoros Eromu	HU-UHG5236-1-04	2005-01-01					Tatár utca	27	3531	Miskolc	HU	48.095336396	20.749092198	20-Combustion of fuels	János Smaus Novák	Tatár utca	27	3531	Miskolc	HU	68721	66257	68721	63677	68721	59244	61024	62096	61024	58911	61024	60704	61024	44972	61024	28195	21744	22556	9729	14042	4310	13246	3772		3252		2748		2260		1790		
Hungary	100-Holding Account	MVM GTER Zrt. 	136	13-10-041190	open	Account holder	MVM GTER Zrt.	Kinizsi utca	26	2040	Budaörs	Hungary	136	Litéri Gázturbinás Eromu	HU-UHG5245-1-04	2005-01-01				1.(c)	Királyszentistváni út	-	8196	Litér	HU	47.105019835	18.018199516	20-Combustion of fuels	Katalin Greff	Kinizsi u. 26.	-	2040	Budaörs	HU	1541	1479	1541	1098	1541	1641	1064	1123	1064	1115	1066	1878	1066	4413	1066	2608	0	1571	0	2121	0	1246	0		0		0		0		0		
Hungary	100-Holding Account	MVM GTER Zrt. 	137	13-10-041190	open	Account holder	MVM GTER Zrt.	Kinizsi utca	26	2040	Budaörs	Hungary	137	Sajószögedi Gázturbinás Eromu	HU-UHG5246-1-04	2005-01-01				1.(c)	Külterület Hrsz	0112/1	3599	Sajószöged	HU	47.943800553	20.979212508	20-Combustion of fuels	Katalin Greff	Kinizsi u. 26.	-	2040	Budaörs	HU	2810	1288	2810	1006	2810	1384	939	1017	939	1874	941	1951	941	3631	941	3886	0	2364	0	2411	0	5255	0		0		0		0		0		
Hungary	100-Holding Account	Magyaróvári Timföld és Mukorund Rt. 	138	08-09-002065	closed	Account holder	Magyaróvári Timföld és Mukorund Rt.	Timföld utca	1	9200	Mosonmagyaróvár	Hungary	138	MOTIM Rt. Timföldgyára	HU-UHG5353-1-04	2005-01-01	2010-03-09			1.(c)	Timföld utca	1	9200	Mosonmagyaróvár	HU	47.867153124	17.24668239	1-Combustion installations with a rated thermal input exceeding 20 MW	László Domschitz	Timföld utca	1	9200	Mosonmagyaróvár	HU	16265	5609	16265	3144	16265	1806	5566	0	0	0	0		0		0																		
Hungary	100-Holding Account	Mályi Tégla Kft. 	139	05-09-008283	open	Account holder	Mályi Tégla Kft.	Fõ út	1	3434	Mályi	Hungary	139	Mályi Téglagyár	HU-UHG5306-8A-04	2005-01-01				3.(g)	Fõ út	1	3434	Mályi	HU	48.022866578	20.822473977	32-Manufacture of ceramics	Gyula Mátó	Fõ út	1	3434	Mályi	HU	18384	9565	18384	10547	18384	12707	12350	6419	12350	2935	12350	2478	12350	3850	12350	3494	6414	2808	6303	2710	6191	4362	6076		5961		5845		5727		5609		
Hungary	100-Holding Account	Mátra Cukor Mátravidéki Cukorgyárak Rt. 	140	10-10-020015	closed	Account holder	Mátra Cukor Mátravidéki Cukorgyárak Rt.	Radnóti tér	2	3000	Hatvan	Hungary	140	Tüzeloberend. (gozkazán,mészkemence,szeletszárító)	HU-UHG5307-1-04	2005-01-01	2010-03-09			1.(c)	Gyökér út	10	5000	Szolnok	HU	47.154905106	20.154584417	1-Combustion installations with a rated thermal input exceeding 20 MW	Kánya Edit Megyeriné	Gyökér út	10	5000	Szolnok	HU	52961	48312	52961	31878	52961	23068	41548	0	0	0	0		0		0																		
Hungary	100-Holding Account	Mátra Cukor Mátravidéki Cukorgyárak Rt. 	141	10-10-020015	closed	Account holder	Mátra Cukor Mátravidéki Cukorgyárak Rt.	Radnóti tér	2	3000	Hatvan	Hungary	141	Tüzeloberend. (gozkazán,mészkemence)	HU-UHG5385-1-04	2005-01-01	2010-03-09			8.(b).II	Gyár út	1	3900	Szerencs	HU	48.156682052	21.208824409	1-Combustion installations with a rated thermal input exceeding 20 MW	Zoltán Durbász	Gyár út	1	3900	Szerencs	HU	55633	37350	55633	18510	55633	24707	43644	285	0	0	0		0		0																		
Hungary	100-Holding Account	Mátrai Erõmû Zrt. 	142	10-10-020024	open	Account holder	Mátrai Erõmû Zrt.	Erõmû utca	11	3271	Visonta	Hungary	142	Mátrai Eromu ZRt. Visontai Eromu	HU-UHG5119-1-04	2005-01-01				1.(c)	Erõmû utca	11	3271	Visonta	HU	47.788474043	20.067038219	20-Combustion of fuels	Lilla Wiltner	Erõmû utca	11	3271	Visonta	HU	6794106	6232340	6794106	6243791	6794106	6387467	4888341	6240347	4610036	6170960	5039585	6341522	4799962	6619756	4767347	6275022	173442851844****	6332911	17395	6420588	16247	6363197	15130		14044		12988		11960		10964		
Hungary	100-Holding Account	MÁV Vasjármû Jármûjavító és Gyártó Kft. 'f.a.' 	143	18-09-101225	open	Account holder	MÁV Vasjármû Jármûjavító és Gyártó Kft. 'f.a.'	Szövõ utca	85	9700	Szombathely	Hungary	143	MÁV Vasjármu Kft. 'cs.a.' Szombathelyi telephely	HU-UHG0041-1-04	2005-01-01					Szövõ utca	85	9700	Szombathely	HU	47.242826665	16.631796304	20-Combustion of fuels	László Domiter	Szövõ utca	85	9700	Szombathely	HU	4145	3563	4145	3262	4145	3273	4125	2965	4125	2416	4125	2300	4125	2305	4125	1935	3102	1333	1525	834	984	513	861		742		626		515		407		
Hungary	100-Holding Account	Mázai Téglagyár Ipari és Kereskedelmi Kft. 	144	02-09-062896	open	Account holder	Mázai Téglagyár Ipari és Kereskedelmi Kft.	Téglagyár út	5	7351	Máza	Hungary	144	Mázai Téglagyár Ipari és Kereskedelmi Kft.	HU-UHG5913-8A-04	2005-01-01				3.(g)	Téglagyár utca	5	7351	Máza	HU	46.286008289	18.403423003	32-Manufacture of ceramics	Zoltán Pavolics	Téglagyár utca	5	7351	Máza	HU	5059	2732	5059	3275	5059	3381	5287	3497	5287	1069	5287	1242	5287	1942	5287	973	682	805	670	698	658	805	646		634		621		609		596		
Hungary	100-Holding Account	MESZ Mosonmagyaróvár Energia Szolgáltató Kft. 	145	08-09-011393	open	Account holder	MESZ Mosonmagyaróvár Energia Szolgáltató Kft.	Timföldgyári út	13	9200	Mosonmagyaróvár	Hungary	145	MESZ Mosonmagyaróvár Kft. Eromuve	HU-UHG5292-1-04	2005-01-01				1.(c)	Timföldgyári út	13	9200	Mosonmagyaróvár	HU	47.867153124	17.24668239	20-Combustion of fuels	Gábor Kaszás	Timföldgyári út	1	9200	Mosonmagyaróvár	HU	74853	32254	74853	29820	74853	25722	29707	31274	29707	33858	29707	32268	29707	21268	29707	23967	16232	22340	13972	20294	12232	10635	10892		9594		8334		7116		5941		
Hungary	100-Holding Account	MIHÕ Miskolci Hõszolgáltató Kft. 	146	05-09-004544	open	Account holder	MIHÕ Miskolci Hõszolgáltató Kft.	Gagarin utca	52	3534	Miskolc	Hungary	146	Miskolci Hoszolgáltató Kft. Diósgyori Futomu	HU-UHG5379-1-04	2005-01-01					Bánki Donát utca	15-17	3535	Miskolc	HU	48.103101923	20.691760771	20-Combustion of fuels	László Nyíri	Bánki Donát utca	15-17	3535	Miskolc	HU	9695	5688	9695	4880	9695	3373	5239	3351	5239	3617	5239	4273	5239	4831	5239	5345	2951	5544	2640	4250	2339	4404	2046		1763		1489		1223		968		
Hungary	100-Holding Account	MVM MIFŰ Miskolci Fûtõerõmû Kft. 	147	05-09-009782	open	Account holder	MVM MIFŰ Miskolci Fûtõerõmû Kft.	Tatár utca	29/b	3531	Miskolc	Hungary	147	MIFÜ Miskolci Fûtõerõmû Kft. Tatár utcai telephely	HU-UHG5522-1-04	2005-01-01				1.(c)	Tatár utca	29/a	3530	Miskolc	HU	48.094962905	20.748180452	20-Combustion of fuels	János Smaus Novák	Tatár utca	29/b	3531	Miskolc	HU	97436	65172	97436	62032	97436	43978	60025	28808	60025	23788	60025	23886	122014	26887	60025	31086	39365	33695	32722	17577	14492	16078	12680		10923		9223		7578		5996		
Hungary	100-Holding Account	KRONOSPAN-MOFA Hungary Farostlemezgyártó Kft. 	148	02-09-069663	open	Account holder	KRONOSPAN-MOFA Hungary Farostlemezgyártó Kft.	Budapesti országút	72	7700	Mohács	Hungary	148	KRONOSPAN-MOFA Farostlemezgyár	HU-UHG5290-1-04	2005-01-01					Budapesti országút	72	7700	Mohács	HU	46.026317108	18.671486388	20-Combustion of fuels	Gábor Kátoli	Budapesti országút	72	7700	Mohács	HU	28581	25009	28581	7481	28581	14969	26205	27520	24817	26773	37030	35360	37098	37536	25372	25575	29564	4253	29050	297	18748	290	16403		14130		11931		9804		7756		
Hungary	100-Holding Account	AC-DC Logisztikai Park Zrt. 	149	16-10-001656	closed	Account holder	AC-DC Logisztikai Park Zrt.	Tószegi út	2	5000	Szolnok	Hungary	149	AC-DC Logisztikai Park Zrt.	HU-UHG5430-10-04	2005-01-01	2012-12-31			1.(c)	Tószegi út	2	5000	Szolnok	HU	47.158649874	20.17740077	1-Combustion installations with a rated thermal input exceeding 20 MW	János Gábor Kovács	Tószegi út	2	5000	Szolnok	HU	69366	51252	69366	44281	69366	41932	51767	10619	51767	1420	51767	893	51767	151	51767	238																	
Hungary	100-Holding Account	Nagykanizsa Téglagyár Burkoló- és Falazóanyaggyártó Kft. 	150	20-09-061402	closed	Account holder	Nagykanizsa Téglagyár Burkoló- és Falazóanyaggyártó Kft.	Csengery utca	89	8800	Nagykanizsa	Hungary	150	Nagykanizsai Téglagyár	HU-UHG5152-8A-04	2005-01-01	2014-02-06			3.(g)	Csengery utca	89	8800	Nagykanizsa	HU	46.441427483	16.990672968	32-Manufacture of ceramics	Ferenc Molnár	Csengery utca	89	8800	Nagykanizsa	HU	10515	5801	10515	3007	10515	3355	6794	2968	6794	2079	6794	2244	6794	1223	6794	1081	3266	67	0	Not Reported	0		0		0		0		0		0		
Hungary	100-Holding Account	Nagykõrösi Konzervgyár ZRt. 	151	13-10-040707	closed	Account holder	Nagykõrösi Konzervgyár ZRt.	József Attila utca	1	2750	Nagykõrös	Hungary	151	Nagykorösi Konzervgyár tüzeloberendezései	HU-UHG5337-1-04	2005-01-01					József Attila utca	1	2750	Nagykõrös	HU	47.033702622	19.758552969	1-Combustion installations with a rated thermal input exceeding 20 MW	Ferencné Kéri	József Attila utca	1	2750	Nagykõrös	HU	10659	3741	10659	1439	10659	238						Not Reported																					
Hungary	100-Holding Account	Nestlé Hungária Kft. 	152	05-09-003669	open	Account holder	Nestlé Hungária Kft.	Lechner Ödön fasor	7	1095	Budapest	Hungary	152	futoberendezések (kazánok, szárítók)	HU-UHG5436-1-04	2005-01-01				5.(e)	Darling utca	1	9737	Bük	HU	47.39194523	16.750239371	20-Combustion of fuels	András Kovács	Darling utca	1	9737	Bük	HU	9312	11993	9312	11244	9312	10650	11901	10073	11901	8596	11901	8426	11901	11507	11901	12114	6627	13820	5930	15434	5253	15069	4596		3959		3343		2747		2173		
Hungary	100-Holding Account	Nitrogénmûvek ZRt. 	153	19-10-000148	open	Account holder	Nitrogénmûvek ZRt.	Hõsök tere	14	8105	Pétfürdõ	Hungary	153	Földgáztüzelésu kazánüzem	HU-UHG5216-1-04	2005-01-01				4.(b).I	Hosök tere	14	8105	Pétfürdõ	HU	47.156759165	18.140699023	41-Production of ammonia	Katalin Almásyné Bartl	Hosök tere	14	8105	Pétfürdõ	HU	20347	12954	20347	9707	20347	28556	12854	26156	12854	23909	12854	29890	12854	20297	12854	16084	763803	673161	750108	896107	736275	768493	722317		708227		694020		679657		665262		
Hungary	100-Holding Account	Tiszántúli Hőtermelő Kft. 	154		open	Account holder	Tiszántúli Hőtermelő Kft.	Mikepércsi út 1.		4030	Debrecen	Hungary	154	Nyíregyházi Telephely	HU-UHG5339-1-04	2005-01-01				1.(c)	Bethlen Gábor utca	92	4400	Nyíregyháza	HU	47.956458	21.698868	20-Combustion of fuels	Kálmán						126156	91210	126156	87151	126156	47659	84006	28479	84006	39064	84006	35434	84006	44724	84006	40569	49972	57756	44895	59548	40835	61644	36853		32989		29246		25617		22112		
Hungary	100-Holding Account	Ózdi Acélmuvek Kft. 	155	05-09-002456	open	Account holder	Ózdi Acélmuvek Kft.	Max Aicher út	1.	3600	Ózd	Hungary	155	Ózdi Acélmuvek Kft.	HU-UHG5382-5-04	2005-01-01				2.(b)	Kovács Hagyó Gyula út	7	3600	Ózd	HU	48.242987797	20.333475515	24-Production of pig iron or steel	Krisztina Dóduj	Kovács Hagyó Gyula út	7	3600	Ózd	HU	60003	37083	60003	46808	60003	42605	39733	55542	33934	24653	33934	16381	33934	26770	33934	11788	14857	22030	29197	22135	40950	25201	40197		39435		38666		37887		37106		
Hungary	100-Holding Account	Ózdi Távhõtermelõ és Szolgáltató Kft. 	156	05-09-004801	open	Account holder	Ózdi Távhõtermelõ és Szolgáltató Kft.	Zrínyi út	3	3600	Ózd	Hungary	156	Ózdi Távho Kft.	HU-UHG5325-1-04	2005-01-01					Zrínyi út	3	3600	Ózd	HU	48.219638535	20.300535189	20-Combustion of fuels	Tibor Peták	Zrínyi út 3.		3600	Ózd	HU	27125	26177	27125	17442	27125	15334	24109	15904	24109	15355	24109	16454	24109	14729	24109	13851	11334	14738	10143	11751	8986	12464	7865		6780		5729		4713		3732		
Hungary	100-Holding Account	Pankaszi Téglaipari Kft. 	157	18-09-101662	closed	Account holder	Pankaszi Téglaipari Kft.	Hrsz	019	9937	Pankasz	Hungary	157	Téglagyár Pankasz	HU-UHG5416-8A-04	2005-01-01					Téglagyári út Hrsz	019/3	9937	Pankasz	HU	46.838613185	16.496198976	8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain	Péter Piller	Téglagyári út Hrsz	019/3	9937	Pankasz	HU	1671	0	1671	0	1671							Not Reported																					
Hungary	100-Holding Account	Pannon Hõerõmû Energiatermelõ, Kereskedelmi és Szolgáltató ZRt. 	158	02-10-060024	open	Account holder	Pannon Hõerõmû Energiatermelõ, Kereskedelmi és Szolgáltató ZRt.	Edison utca	1	7630	Pécs	Hungary	158	Pannon Hoeromu Rt. Pécsi Eromu	HU-UHG5154-1-04	2005-01-01				1.(c)	Edison utca	1	7630	Pécs	HU	46.064129368	18.263690586	20-Combustion of fuels	István Erdõs	Edison utca	1	7630	Pécs	HU	375649	255831	375649	198566	375649	182204	265611	125427	265611	101671	255873	93729	255873	61291	255873	36926	92794150230****	11361	83041	2748	36784	4616	32196		27752		23452		19291		15280		
Hungary	100-Holding Account	Pannon Tégla Építõanyaggyártó és Kereskedelmi Kft. 	159	02-09-060810	open	Account holder	Pannon Tégla Építõanyaggyártó és Kereskedelmi Kft.	József Attila utca	26	7623	Pécs	Hungary	159	Pannon Tégla Kft. Bonyhádi Gyáregysége	HU-UHG5301-8A-04	2005-01-01				3.(g)	Berekalja dûlõ	8	7150	Bonyhád	HU	46.275676212	18.518155494	32-Manufacture of ceramics	Éva Szabóné Nágl	Berekalja dûlõ	8	7150	Bonyhád	HU	10789	2270	10789	1659	10789	1228	2181	1276	2181	1343	0	Not Reported	0	Not Reported	0	Not Reported		Not Reported		Not Reported													
Hungary	100-Holding Account	Pannon Tégla Építõanyaggyártó és Kereskedelmi Kft. 	160	02-09-060810	closed	Account holder	Pannon Tégla Építõanyaggyártó és Kereskedelmi Kft.	József Attila utca	26	7623	Pécs	Hungary	160	Pannon Tégla Kft. Dombóvári Gyáregysége	HU-UHG5334-8A-04	2005-01-01	2010-03-09			3.(g)	Kórház utca	11	7200	Dombóvár	HU	46.376765801	18.145418053	8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain	Éva Szabóné Nágl	Kórház utca	11	7200	Dombóvár	HU	22875	2589	22875	3999	22875	2560	3822	1575	3822	126	0	Not Reported	0		0																		
Hungary	100-Holding Account	Pápateszéri Téglaipari Kft. 	161	19-09-501623	open	Account holder	Pápateszéri Téglaipari Kft.	Téglagyári utca	1	8556	Pápateszér	Hungary	161	Pápateszéri Téglagyár	HU-UHG5244-8A-04	2005-01-01				3.(g)	Téglagyári út	1	8556	Pápateszér	HU	47.375385146	17.690075987	8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain	Péter Piller	Téglagyári út	1	8556	Pápateszér	HU	9855	5818	9855	5997	9855	4048	6673	7513	6673	5437	6673	4092	6673	3663	6673	6203	53451996*****	6042	52524204*****	11697	51574613*****	8823	50624530*****		49674448*****		48704364*****		47714281*****		46744198*****		
